"","Threshold","R.2","In.Sample.Accuracy","Full.Sample.Accuracy"
"1",-1,0.375199942626483,0.705215690985603,0.705215690985603
"2",15,0.431628181776699,0.794503919616531,0.636524456745986
"3",17,0.487346707383521,0.798901134962203,0.662226916238792
"4",19,0.493502857347911,0.799353825794146,0.666146363555736
"5",21,0.521798572570854,0.800816114118994,0.687631189940648
"6",23,0.530751055292964,0.801478585546456,0.695853986141561
"7",25,0.547553549413883,0.803084700636704,0.71384698049092
"8",27,0.553661311067077,0.802293173628671,0.724800190418699
"9",29,0.560178296355388,0.801498948013091,0.738133512764307
"10",31,0.560079781167327,0.80019917150232,0.741303202467464
"11",33,0.559354152033909,0.798847541000264,0.74424691098101
"12",35,0.559546987632825,0.797395237642952,0.748333129569695
"13",35.2,0.559414825829688,0.797254039017794,0.748418150406745
"14",35.4,0.559691731105919,0.797256636011558,0.749181952093808
"15",35.6,0.559733066505967,0.797266847578492,0.749245931725027
"16",35.8,0.559733066505967,0.797266847578492,0.749245931725027
"17",36,0.559708471183918,0.797206794846623,0.749352635265107
"18",36.2,0.559708471183918,0.797206794846623,0.749352635265107
"19",36.4,0.559572695001648,0.796958734948316,0.749717456594285
"20",36.6,0.559253266299695,0.796668754282455,0.74977072324932
"21",36.8,0.559253266299695,0.796668754282455,0.74977072324932
"22",37,0.559253266299695,0.796668754282455,0.74977072324932
"23",37.2,0.559116831140167,0.796583504787212,0.749690492192985
"24",37.4,0.559116831140167,0.796583504787212,0.749690492192985
"25",37.6,0.558064464287791,0.795915879035645,0.749225043021275
"26",37.8,0.557592232077473,0.795645419153627,0.749024722356016
"27",38,0.557467268239462,0.795566792756462,0.748950703058113
"28",38.2,0.55741339736605,0.795502731066027,0.748998922026219
"29",38.4,0.557238086279243,0.795362271407747,0.748975181226736
"30",38.6,0.557238086279243,0.795362271407747,0.748975181226736
"31",38.8,0.557238086279243,0.795362271407747,0.748975181226736
"32",39,0.556733124700141,0.795009226629107,0.748751186362079
"33",39.2,0.556733124700141,0.795009226629107,0.748751186362079
"34",39.4,0.556372143292218,0.794573693012793,0.749099796120724
"35",39.6,0.555091614658667,0.793654778860247,0.748612433975409
"36",39.8,0.554779639284046,0.793458835988624,0.748427611463213
"37",40,0.554250145593472,0.793130204688055,0.74822583429985
"38",40.2,0.553757762172972,0.792810745670016,0.74808670155889
"39",40.4,0.553686982320499,0.792751683271196,0.748085046819491
"40",40.6,0.553686982320499,0.792751683271196,0.748085046819491
"41",40.8,0.553253788905701,0.792049720156476,0.749151529310347
"42",41,0.552728314620336,0.791817980039381,0.748932340465625
"43",41.2,0.552728314620336,0.791817980039381,0.748932340465625
"44",41.4,0.552728314620336,0.791817980039381,0.748932340465625
"45",41.6,0.552232862690488,0.791431173999537,0.748836412997788
"46",41.8,0.551871112704423,0.79093274876247,0.749389896337702
"47",42,0.551871112704423,0.79093274876247,0.749389896337702
"48",42.2,0.551871112704423,0.79093274876247,0.749389896337702
"49",42.4,0.551834656318575,0.790867646161429,0.749490055124197
"50",42.6,0.551594531575853,0.790747825553102,0.749376503438557
"51",42.8,0.551594531575853,0.790747825553102,0.749376503438557
"52",43,0.551594531575853,0.790747825553102,0.749376503438557
"53",43.2,0.551594531575853,0.790747825553102,0.749376503438557
"54",43.4,0.551539937345428,0.790685532552409,0.74942533934623
"55",43.6,0.551539937345428,0.790685532552409,0.74942533934623
"56",43.8,0.55133213534144,0.7904301659486,0.749668555753707
"57",44,0.55129038285049,0.790362519561526,0.749766136394416
"58",44.2,0.551328269095689,0.790332819499604,0.749953605188198
"59",44.4,0.550864925278522,0.789893609499836,0.750237286403528
"60",44.6,0.550478932115985,0.78956712083344,0.750250340600943
"61",44.8,0.550344000072907,0.789467568012807,0.750209596861283
"62",45,0.550239651940722,0.789334478214281,0.750352338908201
"63",45.2,0.550239651940722,0.789334478214281,0.750352338908201
"64",45.4,0.549791902977107,0.788970049407374,0.750328815063957
"65",45.6,0.549658994239052,0.788872817217404,0.750290156238899
"66",45.8,0.549599803534868,0.788808727383528,0.750336814690538
"67",46,0.549599803534868,0.788808727383528,0.750336814690538
"68",46.2,0.549094461651835,0.788436939028428,0.750198285300651
"69",46.4,0.549094461651835,0.788436939028428,0.750198285300651
"70",46.6,0.548411996619118,0.787850932637066,0.750393081337746
"71",46.8,0.548350344200418,0.787812538885723,0.750356512991907
"72",47,0.548350344200418,0.787812538885723,0.750356512991907
"73",47.2,0.547986792681597,0.787561210943814,0.750224577819261
"74",47.4,0.547578904523971,0.787324270322567,0.750052575670189
"75",47.6,0.547578904523971,0.787324270322567,0.750052575670189
"76",47.8,0.547578904523971,0.787324270322567,0.750052575670189
"77",48,0.546901471405805,0.786931289008382,0.749731876778996
"78",48.2,0.546862163832066,0.78684945174832,0.749868600980613
"79",48.4,0.546495567645056,0.786618482283175,0.749702144233323
"80",48.6,0.545988898554648,0.786127522095173,0.749931336732674
"81",48.8,0.545988898554648,0.786127522095173,0.749931336732674
"82",49,0.545432327816637,0.785796788029258,0.749883837962437
"83",49.2,0.545357874919041,0.785723233440913,0.749920837810727
"84",49.4,0.545357874919041,0.785723233440913,0.749920837810727
"85",49.6,0.544830645926381,0.78532699877603,0.749864074274684
"86",49.8,0.544830645926381,0.78532699877603,0.749864074274684
"87",50,0.544219035891307,0.785093848956458,0.749695006244301
